room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
575018,2828417,Entire home/apt,,Praha 8,3,4.5,4,2,1,39,3,50.118276,14.469603
578811,952134,Entire home/apt,,Praha 3,91,4.5,4,1,1,57,1,50.08653,14.468244
580383,2856049,Private room,,Praha 4,132,5,2,1,,31,1,50.056415,14.429952
581717,843497,Private room,,Praha 2,6,5,4,1,1,57,1,50.069182,14.416929
585739,2624366,Entire home/apt,,Praha 10,4,5,4,2,1,64,2,50.070773,14.445999
585792,2624366,Entire home/apt,,Praha 10,5,5,4,2,1,64,2,50.072071,14.447911
591540,2919599,Entire home/apt,,Praha 1,162,5,2,1,1,69,1,50.086671,14.404111
595157,2940773,Private room,,Praha 6,48,5,2,1,1,34,1,50.098556,14.396407
595310,2941533,Entire home/apt,,Praha 3,62,4.5,4,1,1,39,3,50.082308,14.452642
597547,253631,Entire home/apt,,Praha 1,101,4.5,,2,1,24,2,50.089333,14.431891
603832,1796561,Entire home/apt,,Praha 3,13,4.5,3,,1,59,1,50.085882,14.449013
608163,3014385,Entire home/apt,,Praha 2,46,4.5,4,1,1,59,1,50.065829,14.434723
609445,3032640,Private room,,Praha 7,12,4.5,2,1,1,40,4,50.10266,14.428817
610237,1335023,Entire home/apt,,Praha 10,131,5,2,1,1,35,2,50.072036,14.460611
620063,3059788,Entire home/apt,,Praha 5,72,4.5,,2,1,88,3,50.071056,14.403422
623098,3089707,Entire home/apt,,Praha 7,234,5,2,1,1,34,1,50.099104,14.424284
626762,2691904,Entire home/apt,,Praha 1,10,5,,1,1,290,2,50.087759,14.421872
634190,3157649,Entire home/apt,,Praha 6,69,5,4,0,1,46,2,50.091786,14.313696
642846,3214053,Entire home/apt,,Praha 13,68,5,,2,1,12,2,50.044326,14.280927
645883,3234941,Entire home/apt,,Praha 6,2,5,2,2,1,43,8,50.098739,14.346952
648531,3174648,Entire home/apt,,Praha 10,1,5,4,2,1,84,3,50.073589,14.455276
652527,3279605,Entire home/apt,,Praha 2,171,5,4,0,1,45,,50.074836,14.430085
653884,3289004,Entire home/apt,,Praha 1,1,5,4,1,1,145,1,50.086253,14.407953
656514,3306749,Entire home/apt,,Kunratice,13,4.5,5,2,1,39,2,50.014666,14.474615
656653,3293135,Entire home/apt,,Praha 6,9,4.5,4,1,2,81,2,50.110804,14.390483
658618,3321411,Entire home/apt,,Praha 7,47,4.5,2,1,1,46,2,50.10195,14.417578
658865,3323178,Entire home/apt,,Praha 5,0,,2,0,1,70,3,50.077635,14.405745
659503,3327168,Entire home/apt,,Praha 6,2,5,,4,2,383,2,50.083705,14.378816
667478,3279605,Entire home/apt,,Praha 2,140,4.5,3,0,1,45,,50.070381,14.430857
668858,2635161,Entire home/apt,,Praha 1,6,4.5,4,1,1,93,,50.090937,14.418721
668880,2635161,Entire home/apt,,Praha 1,9,4.5,4,1,1,102,,50.089512,14.419329
668902,2635161,Entire home/apt,,Praha 1,11,4.5,5,2,2,130,,50.091496,14.418857
670621,3398239,Entire home/apt,,Praha 2,0,,3,1,1,94,2,50.076023,14.427997
673595,3398239,Entire home/apt,,Praha 2,3,5,5,1,1,107,2,50.07578,14.427702
673821,3279605,Entire home/apt,,Praha 2,143,5,4,0,1,45,,50.073278,14.431217
679276,3457205,Entire home/apt,,Praha 5,14,4.5,5,1,1,93,2,50.078672,14.405702
681166,3279605,Entire home/apt,,Praha 2,207,4.5,3,0,1,53,,50.071412,14.430602
684036,3457215,Private room,,Praha 7,151,5,4,1,1,30,2,50.100712,14.420065
686996,3425325,Entire home/apt,,Praha 6,70,5,4,1,1,63,2,50.102866,14.417558
688578,1346648,Private room,,Praha 4,13,4,,1,1,23,2,50.061805,14.445687
689953,3524444,Entire home/apt,,Praha 10,59,4.5,3,2,1,35,1,50.070653,14.45848
690105,1199726,Entire home/apt,,Praha 1,242,5,4,2,1,114,,50.088099,14.418145
690526,3528009,Entire home/apt,,Praha 1,121,5,3,1,1,58,1,50.08274,14.430827
691240,3533590,Entire home/apt,,Praha 1,68,5,4,2,1,72,2,50.077562,14.429596
691380,3533590,Entire home/apt,,Praha 9,28,5,4,1,1,58,2,50.106526,14.489201
691485,3534836,Entire home/apt,,Praha 1,132,4.5,,3,1,29,2,50.078486,14.417847
692045,3537968,Entire home/apt,,Praha 6,34,5,4,1,1,38,1,50.080836,14.379861
693163,3545876,Entire home/apt,,Praha 1,7,5,4,1,1,138,,50.087883,14.40071
693370,3546506,Entire home/apt,,Praha 1,1,5,2,1,1,73,1,50.088074,14.40049
695142,3557824,Entire home/apt,,Praha 7,29,4.5,4,1,1,64,2,50.101041,14.435983
696116,2123719,Entire home/apt,,Praha 6,5,4.5,,3,1,104,1,50.084958,14.376728
696837,3568804,Entire home/apt,,Praha 1,81,5,5,1,1,98,,50.083559,14.416755
699944,3590595,Entire home/apt,,Praha 10,27,4.5,4,2,1,59,1,50.068637,14.482744
701644,3279605,Entire home/apt,,Praha 2,94,4.5,3,0,1,45,,50.071138,14.430345
702373,3174648,Private room,,Praha 1,3,5,,1,1,209,2,50.079229,14.423066
703698,3613665,Private room,,Praha 5,3,5,4,1,1,52,1,50.068042,14.397644
703706,3456260,Entire home/apt,,Praha 1,16,4.5,2,1,1,58,3,50.092739,14.430331
705050,3622400,Entire home/apt,,Praha 2,147,5,2,1,1,60,2,50.062866,14.423834
705304,3012153,Entire home/apt,,Praha 7,70,4.5,4,1,1,53,2,50.105952,14.450213
706726,3228013,Entire home/apt,,Praha 2,103,5,3,0,1,46,,50.072892,14.429651
707963,3640353,Entire home/apt,,Praha 1,52,5,4,1,1,64,1,50.088769,14.400205
708571,3279605,Entire home/apt,,Praha 2,66,5,3,0,1,49,,50.073674,14.429961
711288,3228013,Entire home/apt,,Praha 2,27,5,,1,1,58,,50.074945,14.431239
712921,1224088,Private room,,Praha 6,82,4.5,2,1,1,27,1,50.106301,14.400619
713591,3673291,Entire home/apt,,Praha 1,44,4.5,4,1,1,60,,50.084147,14.415279
714429,3679397,Entire home/apt,,Praha 10,6,4,2,1,1,46,1,50.080314,14.485061
718775,3707769,Private room,,Praha 5,8,4.5,5,1,1,45,1,50.07213,14.385262
722898,3733722,Entire home/apt,,Praha 10,28,4.5,3,2,1,29,3,50.070466,14.464711
726086,3756469,Entire home/apt,,Praha 9,14,4.5,5,2,1,74,1,50.105278,14.487653
726128,3756469,Entire home/apt,,Praha 9,6,5,5,2,,74,1,50.103403,14.485888
726817,3763896,Entire home/apt,,Praha 1,34,4,2,1,1,53,1,50.090666,14.429855
728068,3764598,Entire home/apt,,Praha 1,162,4.5,4,1,1,55,2,50.089657,14.400212
730339,3409736,Private room,,Praha 1,0,,,1,1,281,4,50.07941,14.424529
733462,3287258,Private room,,Praha 1,0,,2,1,1,81,,50.080794,14.425811
734058,2227448,Entire home/apt,,Praha 1,178,5,,1,1,59,3,50.077168,14.429951
735375,3763896,Entire home/apt,,Praha 1,65,4.5,2,1,1,55,1,50.079355,14.421272
735399,3763896,Entire home/apt,,Praha 1,75,4,2,1,1,57,1,50.079251,14.420921
735717,3763896,Entire home/apt,,Praha 1,79,4.5,2,1,1,53,1,50.078759,14.422392
735728,3763896,Entire home/apt,,Praha 1,53,4,2,1,1,53,1,50.088924,14.42509
735747,3763896,Entire home/apt,,Praha 1,27,4.5,2,1,1,53,1,50.07817,14.417292
741329,3879455,Private room,,Praha 7,12,4.5,3,1,1,26,1,50.101606,14.445983
742926,3214053,Private room,,Praha 13,29,5,,1,1,12,2,50.044328,14.284504
743044,2227448,Entire home/apt,,Praha 1,126,5,,1,,59,3,50.078224,14.429818
744239,3828636,Entire home/apt,,Praha 15,4,5,2,1,1,82,2,50.044544,14.514799
747075,3920726,Private room,,Praha 5,0,,1,1,,46,1,50.067296,14.370318
747785,3228013,Entire home/apt,,Praha 2,68,5,4,0,1,46,,50.075074,14.43118
748400,3931098,Entire home/apt,,Praha 2,48,4.5,4,2,1,57,2,50.071665,14.415546
750331,3313415,Private room,,Praha 1,41,4.5,2,1,,81,2,50.090448,14.43609
751446,3951405,Entire home/apt,,Praha 5,47,4.5,5,2,1,44,2,50.07048,14.371627
751998,3954566,Entire home/apt,,Praha 5,88,4.5,2,1,1,26,2,50.042709,14.395581
752489,3957586,Entire home/apt,,Praha 10,0,,2,2,,215,7,50.057262,14.500013
753162,3961711,Entire home/apt,,Praha 2,33,5,,4,,103,1,50.07595,14.433324
753265,433563,Entire home/apt,,Praha 2,78,4.5,,2,2,81,2,50.066422,14.418814
757660,3990737,Private room,,Praha 6,39,4.5,2,1,1,18,2,50.080963,14.31997
757739,3991275,Entire home/apt,,Praha 22,5,4.5,4,1,1,45,1,50.031708,14.588956
758010,3993175,Private room,,Praha 1,6,5,2,1,1,46,1,50.081656,14.418262
760597,3456260,Entire home/apt,,Praha 8,43,5,2,1,1,61,3,50.090911,14.441565
768286,3059788,Entire home/apt,,Praha 5,39,4.5,,2,1,77,2,50.071128,14.404575
768786,4055186,Entire home/apt,,Praha 6,45,5,2,1,1,44,3,50.100256,14.384291
769451,4059078,Entire home/apt,,Praha 1,245,4.5,5,1,,48,1,50.089566,14.424896
769858,4061665,Entire home/apt,,Praha 1,7,4.5,2,1,,150,5,50.087755,14.396635
770395,2795092,Entire home/apt,,Praha 1,134,4.5,,3,,171,2,50.089873,14.420688
771128,4068167,Private room,,Praha 3,40,5,2,1,1,22,2,50.088195,14.486851
773756,1472905,Entire home/apt,,Praha 8,74,5,4,1,1,46,2,50.093268,14.456494
780866,4102236,Entire home/apt,,Praha 3,80,5,3,1,1,29,2,50.087256,14.446979
781489,3895818,Entire home/apt,,Praha 3,4,4,4,1,1,59,3,50.085475,14.448874
782440,4102236,Private room,,Praha 3,111,4.5,2,1,1,23,2,50.087336,14.445382
782489,4102236,Private room,,Praha 3,96,4.5,2,1,1,23,2,50.086738,14.445373
782770,4102236,Private room,,Praha 3,88,5,2,1,1,23,2,50.087452,14.445596
782777,4127948,Private room,,Praha 6,172,4.5,2,1,1,21,1,50.085795,14.37015
784502,4136669,Private room,,Vino?,0,,5,1,2,18,1,50.142529,14.57833
788601,2049124,Entire home/apt,,Praha 1,18,4.5,1,1,1,41,1,50.086349,14.417184
790196,1240390,Entire home/apt,,Praha 1,249,4.5,5,1,,64,1,50.080634,14.420438
792933,4178100,Entire home/apt,,Zli?ín,13,5,3,1,1,40,2,50.057368,14.283775
793441,2917486,Private room,,Praha 1,69,5,2,1,1,60,3,50.079419,14.421639
800371,2685412,Entire home/apt,,Praha 1,51,4.5,2,1,1,85,2,50.090567,14.418465
800540,770717,Private room,,Praha 1,125,4,2,1,1,40,,50.083806,14.4195
809414,606694,Entire home/apt,,Praha 1,87,5,4,1,1,99,2,50.086915,14.408543
811777,770717,Private room,,Praha 1,113,4,2,1,1,38,1,50.083762,14.419137
814149,4278325,Entire home/apt,,Praha 2,71,5,4,1,1,58,3,50.070209,14.435967
814157,227945,Entire home/apt,,Praha 1,84,5,4,1,1,46,,50.077852,14.423316
815843,3961711,Entire home/apt,,Praha 8,7,4.5,5,1,1,72,1,50.090186,14.440593
817509,3544432,Entire home/apt,,Praha 4,6,4.5,2,1,1,34,3,50.062064,14.446361
817818,2173665,Entire home/apt,,Praha 3,84,4.5,4,2,1,59,2,50.082131,14.452623
817868,4279290,Private room,,Praha 1,205,4.5,3,1,1,30,1,50.089087,14.425998
818015,4279290,Private room,,Praha 1,156,4.5,3,1,1,33,1,50.091885,14.427992
818020,3313415,Private room,,Praha 1,55,4.5,4,1,,35,2,50.089679,14.436097
818081,4279290,Private room,,Praha 1,218,4.5,3,1,1,33,1,50.08904,14.428342
820954,3961711,Entire home/apt,,Praha 1,16,4.5,5,2,,115,1,50.086437,14.409183
822938,333807,Entire home/apt,,Praha 1,36,4.5,4,1,1,91,2,50.090515,14.429462
823030,333807,Entire home/apt,,Praha 1,17,4.5,4,1,1,93,2,50.090715,14.427916
825720,4017022,Entire home/apt,,Praha 7,0,,5,2,,174,7,50.106534,14.457355
829576,227945,Entire home/apt,,Praha 3,36,4,4,1,1,39,,50.083225,14.45276
836863,1634351,Entire home/apt,,Praha 2,50,5,4,1,,52,,50.072706,14.436938
840330,4388802,Entire home/apt,,Praha 5,66,5,2,1,1,35,1,50.073518,14.371037
844830,2349876,Entire home/apt,,Praha 7,72,5,,3,1,93,2,50.097559,14.427408
845810,3931098,Entire home/apt,,Praha 2,21,4.5,2,2,1,57,2,50.072064,14.417032
846036,2310411,Private room,,Praha 5,17,4,3,1,1,22,1,50.068028,14.397833
846113,2420885,Entire home/apt,,Praha 3,26,4.5,4,1,1,29,2,50.086704,14.445026
847192,3279605,Entire home/apt,,Praha 2,76,5,,1,1,57,,50.07364,14.431532
847470,4424995,Private room,,Praha 20,1,5,4,1,1,44,1,50.117809,14.620169
854260,111449,Private room,,Praha 1,244,5,2,1,1,46,1,50.084771,14.415175
855357,2227448,Entire home/apt,,Praha 1,135,4.5,4,1,1,46,3,50.0786,14.429453
855669,3763896,Entire home/apt,,Praha 1,18,4,4,1,,58,1,50.089344,14.42705
857567,4485609,Private room,,Praha 6,4,4.5,3,1,,35,3,50.089979,14.304203
860294,4505728,Private room,,Praha 3,7,4.5,3,1,3,42,1,50.086695,14.453762
861161,4505728,Private room,,Praha 3,7,5,2,1,1,30,1,50.086681,14.453164
862539,4521511,Private room,,Praha 7,0,,1,1,,81,1,50.100299,14.422935
868066,4505728,Shared room,,Praha 3,96,4.5,5,1,3,15,1,50.08847,14.452231
869992,4584780,Entire home/apt,,Praha 5,52,5,2,1,1,46,2,50.068242,14.400415
870669,4588716,Private room,,Praha 8,0,,1,1,1,82,1,50.128417,14.413967
874150,1366084,Private room,,Praha 1,1,5,2,1,1,70,1,50.086953,14.398596
874164,3059788,Entire home/apt,,Praha 5,24,4.5,,2,1,77,2,50.071524,14.404726
874212,4615124,Entire home/apt,,Praha 7,22,4.5,4,1,1,45,,50.099117,14.4293
874482,4615124,Entire home/apt,,Praha 7,19,4.5,,2,,81,3,50.09887,14.431198
876329,1366084,Entire home/apt,,Praha 1,0,,,2,,116,1,50.086811,14.39752
878345,4579724,Entire home/apt,,Praha 6,11,4.5,4,2,1,92,3,50.10817,14.392759
880369,4655828,Private room,,Praha 14,1,4,1,1,1,57,1,50.105853,14.576063
883607,4669559,Entire home/apt,,Praha 5,1,5,4,1,1,99,4,50.063584,14.380884
884170,3931098,Entire home/apt,,Praha 2,4,4.5,4,2,,57,2,50.070837,14.417032
886703,4332427,Private room,,Praha 5,25,5,2,1,1,26,1,50.080328,14.406709
887853,4708486,Entire home/apt,,Praha 1,43,4.5,4,1,1,50,1,50.084388,14.431263
888454,4711485,Private room,,Praha 1,18,4.5,3,1,1,75,1,50.08835,14.406965
889653,4720777,Private room,,Praha 21,0,,4,1,,2224,1,50.082393,14.654692
892288,4739871,Entire home/apt,,Praha 2,32,5,3,2,1,63,3,50.069065,14.434982
899174,4800219,Entire home/apt,,Praha 10,10,4.5,5,2,1,58,3,50.071273,14.458394
899231,333807,Entire home/apt,,Praha 1,76,4.5,,2,1,87,2,50.091309,14.427768
905065,4841758,Entire home/apt,,Praha 13,106,5,4,1,1,38,2,50.050051,14.343988
906369,4875570,Entire home/apt,,Praha 10,62,4.5,2,1,1,29,2,50.059443,14.4794
906481,4585195,Entire home/apt,,Praha 7,2,,4,2,1,28,1,50.102671,14.432332
908426,4485609,Private room,,Praha 6,6,3.5,3,1,,64,3,50.091967,14.305893
913950,4160716,Entire home/apt,,Praha 2,164,4.5,4,1,1,35,2,50.072842,14.440362
914120,1408230,Entire home/apt,,Praha 8,59,4.5,2,1,1,34,3,50.094391,14.453501
926868,4987607,Entire home/apt,,Praha 3,12,4.5,5,2,1,70,2,50.086476,14.44185
927722,4578395,Entire home/apt,,Praha 4,55,5,4,1,1,35,1,50.035683,14.409333
929386,5003101,Private room,,Praha 10,5,5,2,1,1,41,2,50.059578,14.467142
930351,383698,Entire home/apt,,Praha 1,9,4.5,,1,,127,,50.08445,14.41786
932019,3313415,Private room,,Praha 1,88,4.5,3,1,,64,2,50.088857,14.434225
933489,3228013,Entire home/apt,,Praha 2,56,5,,1,1,88,,50.074326,14.42948
933583,3228013,Entire home/apt,,Praha 2,113,5,4,0,1,45,,50.074607,14.429688
933836,3228013,Entire home/apt,,Praha 2,72,4.5,3,0,1,45,,50.071401,14.431004
933989,3874737,Entire home/apt,,Praha 1,104,4.5,4,1,1,52,1,50.086401,14.409584
935534,5047402,Entire home/apt,,Praha 4,24,4.5,2,1,1,38,1,50.061123,14.422861
935711,4785865,Private room,,Praha 3,51,5,2,1,1,56,2,50.084456,14.453978
939014,4653042,Entire home/apt,,Praha 3,157,5,,2,,72,2,50.082725,14.45099
939413,3279605,Entire home/apt,,Praha 2,103,4.5,4,0,1,45,,50.074179,14.430781
940288,4867936,Entire home/apt,,Praha 10,33,4.5,4,2,1,57,2,50.066633,14.495848
942014,3566484,Entire home/apt,,Praha 8,3,5,4,1,1,75,1,50.094667,14.447797
943162,5102501,Entire home/apt,,Praha 1,28,4,,2,1,70,1,50.086967,14.398822
943652,5102501,Entire home/apt,,Praha 1,29,4,3,1,1,67,1,50.088234,14.400937
946121,4076155,Entire home/apt,,Praha 8,1,5,4,2,1,58,1,50.101701,14.479949
954114,5102501,Entire home/apt,,Praha 1,16,4,,1,,88,1,50.087845,14.398657
956311,2029497,Entire home/apt,,Praha 1,130,5,2,1,1,83,3,50.086039,14.419021
959120,5219439,Entire home/apt,,Praha 7,108,5,2,1,1,28,2,50.101003,14.41836
961372,5047242,Private room,,Praha 1,117,4.5,3,1,1,61,2,50.077485,14.427093
962877,118970,Entire home/apt,,Praha 1,44,4.5,2,1,1,69,3,50.09059,14.423614
962914,3430922,Entire home/apt,,Praha 5,118,5,3,1,1,83,3,50.071301,14.409297
963049,5247808,Entire home/apt,,Praha 8,94,5,5,1,1,64,3,50.09185,14.445644
963183,3313415,Entire home/apt,,Praha 1,7,5,5,2,,139,3,50.09055,14.435408
969617,3954566,Private room,,Praha 5,62,4.5,2,1,1,25,2,50.044441,14.405586
969799,5297514,Entire home/apt,,Praha 1,185,5,4,1,1,110,,50.082246,14.416642
970038,3700809,Private room,,Praha 6,90,4.5,2,1,1,34,1,50.095516,14.40877
970935,5306055,Entire home/apt,,Praha 1,86,4.5,3,1,1,53,1,50.089685,14.416974
971694,3321411,Entire home/apt,,Praha 7,40,5,2,1,1,58,2,50.100767,14.41856
976660,3321411,Entire home/apt,,Praha 7,45,4.5,,2,1,53,2,50.100032,14.417638
977301,3228013,Entire home/apt,,Praha 2,84,5,5,0,1,45,,50.074875,14.431076
979326,4987474,Entire home/apt,,Praha 7,36,5,3,1,1,52,2,50.105299,14.453667
981537,5374666,Entire home/apt,,Praha 1,17,4.5,,10,,106,1,50.087261,14.393898
981632,5373527,Private room,,Praha 1,112,4.5,5,1,2,48,2,50.078208,14.416179
984108,5296804,Private room,,Praha 3,10,4.5,1,1,,18,2,50.081845,14.451689
987875,5421290,Entire home/apt,,Praha 14,2,3.5,2,1,1,88,1,50.106451,14.537
991924,4279290,Private room,,Praha 1,178,4.5,3,1,1,38,1,50.091212,14.426864
993197,5455963,Entire home/apt,,Praha 5,6,4.5,2,1,1,64,3,50.066034,14.358228
994758,5463516,Entire home/apt,,Praha 5,121,4.5,4,1,1,45,2,50.076885,14.408355
995953,5471587,Entire home/apt,,Praha 2,76,4.5,4,2,1,93,2,50.066004,14.430401
997858,5483327,Entire home/apt,,Praha 4,30,4.5,4,1,1,56,3,50.046695,14.478789
997864,5473852,Private room,,Praha 7,37,4.5,3,1,,24,4,50.099688,14.4369
998299,2555470,Entire home/apt,,Praha 7,23,5,4,1,1,58,2,50.102968,14.431252
1000103,350742,Entire home/apt,,Praha 7,3,5,4,1,1,58,4,50.102361,14.428922
1002270,5473852,Private room,,Praha 7,54,4.5,1,1,,18,7,50.097308,14.436845
1003404,2691904,Entire home/apt,,Praha 1,11,4.5,4,1,1,290,2,50.089277,14.414541
1006336,5534626,Entire home/apt,,Praha 1,74,5,4,2,,114,3,50.091006,14.421534
1008803,4424403,Entire home/apt,,Praha 5,0,,2,1,1,99,3,50.062194,14.404995
1008981,4424403,Entire home/apt,,Praha 5,0,,2,1,1,75,3,50.06365,14.403717
1012867,5572209,Entire home/apt,,Praha 3,60,4.5,5,1,1,87,3,50.082779,14.446992
1015821,5589792,Entire home/apt,,Praha 1,5,4.5,5,2,1,81,1,50.085993,14.396868
1015887,2227448,Entire home/apt,,Praha 1,104,5,4,1,1,59,3,50.077468,14.429859
1016504,2227448,Entire home/apt,,Praha 1,71,5,5,1,1,64,3,50.078935,14.429511
1016695,4485609,Private room,,Praha 6,2,4.5,2,1,,34,3,50.09202,14.304117
1017890,826315,Entire home/apt,,Praha 7,95,4.5,5,1,1,64,2,50.099325,14.44584
1018575,1346648,Entire home/apt,,Praha 4,2,5,,9,8,928,1,50.059813,14.445208
1018728,5604735,Entire home/apt,,Praha 7,10,4.5,4,1,1,63,3,50.10499,14.436351
1020012,5615284,Entire home/apt,,Praha 3,102,4.5,4,1,1,64,3,50.087612,14.452552
1020234,227945,Entire home/apt,,Praha 1,115,4.5,4,1,1,45,,50.085776,14.420597
1022532,5572209,Entire home/apt,,Praha 8,56,4.5,5,1,1,87,2,50.093169,14.449681
1023244,5460331,Entire home/apt,,Praha 7,45,5,4,2,1,43,2,50.106089,14.453298
1023618,5632523,Private room,,Praha 8,48,4,2,1,,16,2,50.120449,14.443413
1027944,2636834,Entire home/apt,,Praha 4,28,5,4,1,1,46,1,50.021818,14.455502
1027949,2420777,Entire home/apt,,Praha 1,116,5,4,1,1,100,1,50.080583,14.433539
1031592,5676833,Private room,,Praha 1,1,4,4,1,1,98,1,50.089465,14.416985
1041229,5732535,Entire home/apt,,Praha 1,3,5,4,2,1,116,2,50.084486,14.403921
1043941,5746830,Private room,,Praha 4,83,5,4,1,1,21,3,50.061961,14.436193
1047220,5632523,Private room,,Praha 8,5,3.5,2,1,1,16,3,50.122491,14.44664
1052346,5534692,Entire home/apt,,Praha 1,205,5,5,2,,85,2,50.078386,14.426585
1054579,5676833,Private room,,Praha 1,0,,2,1,1,44,1,50.082622,14.419568
1058174,829442,Private room,,Praha 3,2,,2,1,1,30,2,50.089762,14.485713
1059567,4688084,Private room,,Praha 1,75,4.5,2,1,1,58,2,50.084389,14.430114
1061267,5842911,Entire home/apt,,Praha 6,1,4,2,1,1,77,3,50.09893,14.401755
1061796,3533883,Entire home/apt,,Praha 8,143,5,4,1,1,38,2,50.090024,14.446414
1063415,5329646,Shared room,,Praha 1,30,4.5,4,1,1,29,1,50.089727,14.404504
1064197,5857869,Entire home/apt,,Praha 3,13,4.5,4,1,1,52,3,50.086907,14.447416
1064328,5858249,Private room,,Praha 5,7,4.5,2,1,,35,2,50.047596,14.363566
1064361,5858367,Entire home/apt,,Praha 5,0,,4,1,1,85,2,50.054512,14.402671
1064766,5859805,Entire home/apt,,Praha 7,140,4.5,2,1,1,38,1,50.106868,14.435158
1064773,5859827,Entire home/apt,,Praha 4,0,,4,4,,85,1,50.058821,14.447999
1064793,5859623,Entire home/apt,,Praha 10,25,4.5,3,1,1,43,1,50.068624,14.471636
1065300,5861743,Entire home/apt,,Praha 10,0,,4,1,1,54,2,50.07068,14.450563
1066818,5869596,Entire home/apt,,Praha 10,9,4,2,1,1,35,1,50.071164,14.47871
1068117,5857869,Entire home/apt,,Praha 3,7,4.5,4,1,1,52,3,50.085745,14.447499
1072946,5902035,Entire home/apt,,Praha 9,18,5,4,1,1,73,3,50.093512,14.50452
1073496,5003101,Private room,,Praha 10,3,5,1,1,1,26,2,50.059248,14.46794
1074074,974253,Entire home/apt,,Praha 2,188,5,,2,1,85,1,50.07852,14.437596
1074688,5912443,Entire home/apt,,Praha 1,113,4.5,5,2,2,62,2,50.091889,14.422245
1076389,5922026,Entire home/apt,,Praha 7,4,5,5,2,1,55,2,50.108041,14.451123
1076715,5924774,Private room,,eberov,0,,2,1,1,43,1,50.011816,14.510938
1080547,1509771,Entire home/apt,,Praha 8,23,4.5,4,1,1,55,1,50.096507,14.465346
1081430,9345552,Entire home/apt,,Praha 1,57,4.5,,3,2,219,,50.090684,14.421806
1081926,5949640,Entire home/apt,,Praha 7,27,5,2,1,1,57,3,50.105734,14.447086
1082914,3313415,Entire home/apt,,Praha 1,52,4.5,4,1,1,93,3,50.09045,14.419835
1085458,1766881,Entire home/apt,,Praha 10,23,4.5,4,2,1,33,2,50.071014,14.459057
1086385,5971491,Entire home/apt,,Praha 6,2,4.5,4,1,2,85,2,50.105233,14.374287
1088141,227945,Entire home/apt,,Praha 1,83,4.5,4,1,1,40,,50.078414,14.423898
1091860,2183787,Entire home/apt,,Praha 3,21,5,4,2,1,48,1,50.078013,14.475813
1093366,6006604,Private room,,Praha 11,2,5,2,1,1,56,3,50.037951,14.514838
1097491,2029497,Entire home/apt,,Praha 1,107,4.5,3,1,1,83,3,50.090684,14.423688
1099231,147035,Private room,,Praha 2,73,4.5,2,1,,29,1,50.076457,14.445264
1100916,4095306,Entire home/apt,,Praha 4,0,,,2,1,95,1,50.058334,14.436226
1101093,6047750,Entire home/apt,,Praha 7,33,5,3,2,,43,2,50.10541,14.449257
1106020,6072941,Entire home/apt,,Praha 10,18,5,,2,,74,2,50.072157,14.461606
1110272,150113,Entire home/apt,,Praha 1,69,4.5,4,2,1,88,2,50.082718,14.427518
1114513,6116742,Private room,,Praha 1,222,5,2,1,2,56,3,50.078435,14.42667
1116016,6125001,Entire home/apt,,Praha 8,75,4.5,4,2,1,37,1,50.133493,14.466619
1116843,5329646,Shared room,,Praha 1,14,5,4,1,1,29,1,50.089086,14.405
1120602,1629431,Entire home/apt,,Praha 5,19,4.5,,1,1,42,3,50.07029,14.36851
1121510,5964261,Entire home/apt,,Praha 3,43,4.5,3,1,1,39,3,50.08042,14.457239
1128790,3313415,Private room,,Praha 1,32,4.5,4,1,,35,2,50.090653,14.434112
1138765,6246945,Entire home/apt,,Praha 1,29,5,,2,,93,,50.091448,14.431204
1141312,4633312,Entire home/apt,,Praha 6,21,5,4,2,2,83,2,50.107884,14.393717
1143098,9345552,Entire home/apt,,Praha 1,33,4.5,4,1,,103,,50.089076,14.422992
1143751,6236829,Entire home/apt,,Praha 5,77,5,4,1,1,50,2,50.07008,14.370719
1144511,525088,Entire home/apt,,Praha 7,51,4.5,5,1,1,45,1,50.101113,14.446003
1147936,4279290,Private room,,Praha 1,132,4.5,3,1,1,33,1,50.093391,14.428134
1148268,6295028,Entire home/apt,,Praha 2,53,4.5,,2,1,56,2,50.078261,14.439571
1148411,4279290,Private room,,Praha 1,128,4.5,3,1,1,30,1,50.091329,14.428359
1150586,6305394,Private room,,Praha 10,52,5,2,1,2,41,3,50.071005,14.495852
1151056,6308722,Entire home/apt,,Praha 1,178,5,2,1,1,80,1,50.088299,14.419223
1151430,843497,Entire home/apt,,Praha 5,5,5,,2,1,45,2,50.079538,14.406563
1153337,4483500,Entire home/apt,,Praha 10,52,5,4,1,1,63,1,50.073382,14.455575
1153832,1660663,Entire home/apt,,Praha 1,31,5,,3,,337,2,50.092556,14.42597
1157795,3313415,Private room,,Praha 1,21,4.5,4,1,,35,2,50.089322,14.435361
